MaPhieu,KhuVuc,SoLuongKhach,GioDen,GhiChu
010599,3,6,20:09:00,
010600,1,2,10:06:00,
010601,2,8,20:08:00,
010602,2,10,16:16:00,
010603,3,11,15:32:00,
010604,3,4,18:45:00,
010605,1,6,09:46:00,
010606,2,9,09:44:00,
010607,2,9,13:10:00,
010608,3,5,17:46:00,
010609,2,11,15:30:00,
010610,3,8,11:00:00,
010611,1,5,14:37:00,
010612,2,2,09:23:00,
010613,1,7,09:04:00,
010614,3,3,11:00:00,
010615,1,5,16:23:00,
010616,1,3,10:05:00,
010617,1,5,21:37:00,
010618,3,5,12:32:00,
010619,3,10,13:49:00,
010620,3,11,12:15:00,
010621,2,9,17:22:00,
010622,2,3,20:43:00,
010623,1,7,14:03:00,
010624,1,5,17:17:00,
010625,2,3,13:17:00,
010626,2,3,21:18:00,
010627,1,3,09:06:00,
010628,2,5,12:40:00,
010629,3,2,16:11:00,
010630,3,3,16:46:00,
010631,2,2,15:10:00,
010632,1,8,15:26:00,
010633,1,7,21:30:00,
010634,1,4,09:29:00,
010635,3,8,10:05:00,
010636,1,9,13:16:00,
010637,2,8,13:27:00,
010638,1,8,19:44:00,
010639,3,9,12:42:00,
010640,1,3,10:03:00,
010641,1,7,13:32:00,
010642,2,5,19:23:00,
010643,3,3,17:10:00,
010644,3,5,10:36:00,
010645,2,5,17:14:00,
010646,1,8,12:19:00,
010647,3,10,18:16:00,
010648,3,10,09:09:00,
010649,2,4,12:22:00,
010650,2,2,20:18:00,
010651,3,10,11:05:00,
010652,3,11,10:02:00,
010653,3,6,21:18:00,
010654,3,7,16:14:00,
010655,1,5,10:10:00,
010656,1,6,15:48:00,
010657,3,2,21:24:00,
010658,3,5,14:17:00,
010659,1,8,14:50:00,
010660,3,6,11:01:00,
010661,3,6,11:26:00,
010662,2,7,18:46:00,
010663,2,8,16:19:00,
010664,1,7,10:38:00,
010665,1,11,16:39:00,
010666,1,11,15:28:00,
010667,2,5,11:31:00,
010668,1,6,09:33:00,
010669,2,10,10:21:00,
010670,2,4,10:24:00,
010671,2,11,15:48:00,
010672,1,7,21:39:00,
010673,3,6,20:35:00,
010674,1,2,21:29:00,
010675,2,4,21:16:00,
010676,2,2,19:45:00,
010677,3,6,17:22:00,
010678,1,11,14:44:00,
010679,1,2,15:08:00,
010680,2,9,20:40:00,
010681,1,3,21:36:00,
010682,1,9,12:34:00,
010683,1,5,15:47:00,
010684,3,7,13:39:00,
010685,3,7,16:03:00,
010686,3,3,21:09:00,
010687,3,6,12:08:00,
010688,2,7,19:30:00,
010689,2,2,16:35:00,
010690,1,3,21:39:00,
010691,2,4,20:44:00,
010692,1,7,17:37:00,
010693,2,4,21:04:00,
010694,1,3,12:04:00,
010695,1,5,20:10:00,
010696,3,2,13:46:00,
010697,3,6,17:34:00,
010698,3,8,18:38:00,
010699,1,4,14:01:00,
010700,2,3,12:19:00,
010701,3,9,20:50:00,
010702,2,8,18:29:00,
010703,1,6,16:04:00,
010704,1,2,16:50:00,
010705,2,9,19:40:00,
010706,1,5,15:26:00,
010707,2,4,13:41:00,
010708,1,6,10:33:00,
010709,1,3,12:40:00,
010710,1,10,13:43:00,
010711,3,11,14:32:00,
010712,3,4,15:34:00,
010713,2,9,17:43:00,
010714,1,4,16:31:00,
010715,3,3,18:24:00,
010716,3,6,11:12:00,
010717,2,7,10:40:00,
010718,1,5,13:24:00,
010719,2,8,18:35:00,
010720,3,3,20:13:00,
010721,1,6,13:01:00,
010722,2,2,10:41:00,
010723,2,10,16:40:00,
010724,2,7,21:02:00,
010725,2,7,10:17:00,
010726,1,7,10:40:00,
010727,2,5,09:36:00,
010728,1,10,17:24:00,
010729,3,2,10:43:00,
010730,2,4,15:20:00,
010731,1,5,14:42:00,
010732,3,11,20:49:00,
010733,1,4,19:20:00,
010734,3,10,10:06:00,
010735,3,2,16:17:00,
010736,1,11,19:27:00,
010737,3,5,17:12:00,
010738,2,4,10:47:00,
010739,1,5,17:43:00,
010740,2,10,16:00:00,
010741,3,3,20:07:00,
010742,3,10,13:11:00,
010743,3,9,16:22:00,
010744,1,2,15:43:00,
010745,1,6,21:01:00,
010746,2,9,21:05:00,
010747,3,2,21:28:00,
010748,1,7,10:20:00,
010749,3,5,17:49:00,
010750,1,9,15:42:00,
010751,3,4,16:17:00,
010752,3,7,15:25:00,
010753,2,4,09:29:00,
010754,2,3,15:28:00,
010755,3,3,18:49:00,
010756,2,2,15:07:00,
010757,1,6,13:25:00,
010758,1,7,14:16:00,
010759,1,5,18:48:00,
010760,1,3,12:45:00,
010761,3,11,16:38:00,
010762,2,11,14:07:00,
010763,2,8,18:09:00,
010764,1,5,10:23:00,
010765,3,11,10:34:00,
010766,2,11,13:02:00,
010767,3,7,17:16:00,
010768,1,6,11:30:00,
010769,2,9,21:15:00,
010770,2,9,14:43:00,
010771,1,9,13:08:00,
010772,3,6,11:30:00,
010773,3,7,09:19:00,
010774,3,9,13:03:00,
010775,3,9,21:07:00,
010776,3,8,21:20:00,
010777,2,3,10:31:00,
010778,2,9,20:20:00,
010779,3,2,13:50:00,
010780,2,10,20:19:00,
010781,2,4,09:40:00,
010782,1,9,10:30:00,
010783,1,11,17:29:00,
010784,2,11,19:13:00,
010785,1,9,17:29:00,
010786,1,7,12:08:00,
010787,1,7,13:39:00,
010788,1,5,11:03:00,
010789,1,7,10:48:00,
010790,1,11,09:30:00,
010791,3,4,11:32:00,
010792,3,9,19:27:00,
010793,1,10,20:44:00,
010794,3,11,17:17:00,
010795,2,5,11:11:00,
010796,3,8,21:24:00,
010797,3,4,12:23:00,
010798,3,3,13:01:00,
010799,1,5,14:04:00,
010800,1,11,16:11:00,
010801,1,5,20:28:00,
010802,1,11,19:44:00,
010803,1,8,19:02:00,
010804,3,10,17:35:00,
010805,3,2,14:27:00,
010806,3,9,14:07:00,
010807,1,6,14:48:00,
010808,1,10,20:37:00,
010809,3,9,15:44:00,
010810,1,10,12:07:00,
010811,3,5,15:43:00,
010812,3,7,10:14:00,
010813,3,10,18:36:00,
010814,1,4,16:04:00,
010815,1,6,20:35:00,
010816,2,11,09:44:00,
010817,2,9,21:36:00,
010818,1,7,09:33:00,
010819,2,2,11:35:00,
010820,1,5,09:24:00,
010821,1,7,18:24:00,
010822,1,6,09:43:00,
010823,1,3,14:19:00,
010824,2,10,16:21:00,
010825,3,6,21:24:00,
010826,2,7,14:19:00,
010827,2,9,12:37:00,
010828,2,4,09:34:00,
010829,2,6,21:08:00,
010830,2,3,13:32:00,
010831,2,11,20:11:00,
010832,1,4,09:37:00,
010833,3,7,10:01:00,
010834,3,6,18:44:00,
010835,1,9,13:39:00,
010836,3,7,13:04:00,
010837,2,3,17:12:00,
010838,3,4,12:26:00,
010839,1,2,13:28:00,
010840,3,8,10:10:00,
010841,3,5,12:26:00,
010842,1,10,09:20:00,
010843,2,10,14:37:00,
010844,3,5,20:17:00,
010845,3,4,19:33:00,
010846,2,11,21:20:00,
010847,2,3,09:27:00,
010848,3,4,21:45:00,
010849,3,7,11:32:00,
010850,1,2,15:50:00,
010851,2,11,12:27:00,
010852,2,4,13:19:00,
010853,2,8,18:01:00,
010854,1,9,11:40:00,
010855,3,7,10:14:00,
010856,3,9,16:00:00,
010857,1,3,09:28:00,
010858,2,4,15:21:00,
010859,3,3,20:38:00,
010860,1,4,12:18:00,
010861,2,10,13:11:00,
010862,2,10,16:18:00,
010863,1,5,21:22:00,
010864,3,6,11:21:00,
010865,1,8,10:41:00,
010866,3,6,19:19:00,
010867,2,7,19:22:00,
010868,2,9,13:03:00,
010869,3,5,13:13:00,
010870,1,3,19:25:00,
010871,3,6,16:12:00,
010872,2,11,15:04:00,
010873,1,4,13:17:00,
010874,2,4,18:27:00,
010875,1,6,14:34:00,
010876,3,10,16:06:00,
010877,2,3,16:24:00,
010878,2,5,19:02:00,
010879,3,5,19:49:00,
010880,3,9,13:21:00,
010881,1,9,17:44:00,
010882,2,4,12:33:00,
010883,2,2,10:46:00,
010884,2,10,13:07:00,
010885,1,8,11:47:00,
010886,3,10,21:07:00,
010887,3,6,09:13:00,
010888,1,10,10:05:00,
010889,3,5,21:50:00,
010890,1,10,19:01:00,
010891,1,6,12:50:00,
010892,1,8,18:47:00,
010893,2,2,17:42:00,
010894,1,2,16:10:00,
010895,2,9,16:34:00,
010896,1,4,20:45:00,
010897,1,8,12:48:00,
010898,2,2,14:15:00,
010899,1,5,19:31:00,
010900,2,6,17:41:00,
010901,2,7,21:43:00,
010902,3,7,13:21:00,
010903,2,9,18:07:00,
010904,1,2,20:42:00,
010905,3,11,09:10:00,
010906,1,7,15:47:00,
010907,3,9,12:26:00,
010908,2,9,17:30:00,
010909,2,7,18:49:00,
010910,1,6,12:35:00,
010911,3,5,20:07:00,
010912,2,5,15:43:00,
010913,3,7,21:39:00,
010914,3,7,13:27:00,
010915,1,6,19:19:00,
010916,3,7,09:05:00,
010917,2,3,17:31:00,
010918,2,3,19:23:00,
010919,2,2,12:26:00,
010920,3,6,17:10:00,
010921,3,11,20:39:00,
010922,1,7,10:17:00,
010923,1,11,19:49:00,
010924,3,6,09:05:00,
010925,1,8,18:16:00,
010926,3,11,13:33:00,
010927,2,6,17:12:00,
010928,2,9,16:37:00,
010929,1,8,12:42:00,
010930,3,4,13:34:00,
010931,1,8,14:05:00,
010932,3,2,21:47:00,
010933,2,4,19:46:00,
010934,2,7,14:11:00,
010935,3,4,10:27:00,
010936,3,5,09:00:00,
010937,1,11,21:11:00,
010938,1,10,18:50:00,
010939,1,2,16:29:00,
010940,3,6,21:46:00,
010941,3,8,16:33:00,
010942,2,5,13:30:00,
010943,3,2,10:23:00,
010944,1,10,12:34:00,
010945,3,8,17:17:00,
010946,3,4,17:45:00,
010947,3,3,10:48:00,
010948,3,8,09:24:00,
010949,2,10,19:13:00,
010950,3,2,18:28:00,
010951,2,4,11:15:00,
010952,3,4,21:17:00,
010953,3,4,16:19:00,
010954,1,2,16:00:00,
010955,1,11,11:19:00,
010956,3,7,12:28:00,
010957,1,9,12:06:00,
010958,2,10,12:23:00,
010959,2,2,11:35:00,
010960,2,7,15:15:00,
010961,3,7,18:38:00,
010962,2,10,12:01:00,
010963,3,9,16:17:00,
010964,3,7,11:08:00,
010965,3,8,11:28:00,
010966,2,10,20:29:00,
010967,2,11,16:16:00,
010968,1,3,10:21:00,
010969,2,5,12:45:00,
010970,3,11,12:05:00,
010971,1,9,19:19:00,
010972,3,5,20:22:00,
010973,3,11,19:01:00,
010974,1,11,10:15:00,
010975,3,9,10:30:00,
010976,2,5,14:40:00,
010977,3,6,20:34:00,
010978,3,9,10:33:00,
010979,1,3,20:33:00,
010980,2,3,21:36:00,
010981,3,10,15:09:00,
010982,2,11,19:19:00,
010983,2,2,19:24:00,
010984,3,5,12:22:00,
010985,1,3,18:18:00,
010986,1,2,16:39:00,
010987,1,8,20:32:00,
010988,1,5,16:03:00,
010989,2,7,09:46:00,
010990,2,5,09:29:00,
010991,1,4,09:31:00,
010992,2,7,18:03:00,
010993,1,6,12:11:00,
010994,1,2,17:24:00,
010995,1,6,15:50:00,
010996,3,3,15:04:00,
010997,1,9,09:07:00,
010998,3,8,16:31:00,
010999,2,2,12:36:00,
011000,2,2,11:22:00,
011001,3,7,14:09:00,
011002,2,6,20:23:00,
011003,1,3,18:21:00,
011004,1,2,19:48:00,
011005,2,9,21:41:00,
011006,2,7,15:02:00,
011007,1,7,19:39:00,
011008,2,5,20:20:00,
011009,1,7,21:02:00,
011010,1,8,11:16:00,
011011,2,7,13:37:00,
011012,3,3,13:29:00,
011013,2,8,16:17:00,
011014,3,2,12:06:00,
011015,3,4,14:01:00,
011016,2,4,11:09:00,
011017,3,10,14:07:00,
011018,1,10,12:06:00,
011019,2,4,18:13:00,
011020,1,3,09:38:00,
011021,2,11,19:34:00,
011022,1,4,18:42:00,
011023,2,6,14:35:00,
011024,3,5,10:12:00,
011025,1,7,10:01:00,
011026,2,2,09:23:00,
011027,1,4,15:02:00,
011028,3,3,11:15:00,
011029,2,5,13:45:00,
011030,1,4,18:01:00,
011031,2,7,17:50:00,
011032,2,3,11:32:00,
011033,2,4,12:31:00,
011034,2,7,15:48:00,
011035,2,11,09:40:00,
011036,2,10,18:29:00,
011037,1,11,16:44:00,
011038,1,7,17:22:00,
011039,3,6,09:30:00,
011040,2,4,14:00:00,
011041,3,3,17:44:00,
011042,1,5,09:43:00,
011043,2,6,20:09:00,
011044,1,6,18:12:00,
011045,3,10,16:38:00,
011046,1,8,09:50:00,
011047,1,4,21:22:00,
011048,1,3,19:09:00,
011049,2,6,21:30:00,
011050,3,9,10:11:00,
011051,3,10,21:23:00,
011052,2,11,09:00:00,
011053,3,11,10:07:00,
011054,2,10,10:07:00,
011055,1,5,16:32:00,
011056,3,11,10:22:00,
011057,3,7,11:11:00,
011058,3,4,11:38:00,
011059,1,3,15:11:00,
011060,2,6,17:00:00,
011061,3,10,12:25:00,
011062,2,6,16:24:00,
011063,1,4,14:05:00,
011064,3,11,17:07:00,
011065,1,5,13:27:00,
011066,2,4,15:24:00,
011067,3,8,12:23:00,
011068,2,8,18:27:00,
011069,1,11,16:04:00,
011070,2,10,14:32:00,
011071,1,10,17:31:00,
011072,3,5,21:20:00,
011073,2,6,20:28:00,
011074,2,3,15:41:00,
011075,2,6,09:46:00,
011076,3,7,09:35:00,
011077,1,2,11:28:00,
011078,3,9,20:16:00,
011079,3,7,18:20:00,
011080,1,7,12:28:00,
011081,2,7,15:14:00,
011082,2,7,21:44:00,
011083,2,3,13:30:00,
011084,3,5,18:27:00,
011085,3,10,17:02:00,
011086,3,4,10:09:00,
011087,1,10,09:42:00,
011088,1,6,12:05:00,
011089,2,9,17:36:00,
011090,3,6,21:07:00,
011091,2,6,20:03:00,
011092,1,7,12:40:00,
011093,2,8,20:11:00,
011094,2,9,20:24:00,
011095,2,8,12:50:00,
011096,1,5,10:07:00,
011097,2,4,17:48:00,
011098,2,5,18:13:00,
011099,3,8,12:31:00,
011100,1,3,09:20:00,
011101,1,9,09:00:00,
011102,2,3,18:14:00,
011103,1,6,19:01:00,
011104,1,2,16:00:00,
011105,2,7,16:42:00,
011106,2,8,10:40:00,
011107,1,11,16:33:00,
011108,1,7,13:02:00,
011109,1,3,17:07:00,
015554,1,9,13:10:00,
015555,3,2,17:23:00,
015556,1,5,12:48:00,
015557,1,10,16:03:00,
015558,1,5,16:04:00,
015559,3,9,14:22:00,
015560,2,4,09:45:00,
015561,1,3,11:13:00,
015562,1,11,18:41:00,
015563,2,11,10:30:00,
015564,1,5,09:24:00,
015565,1,11,20:46:00,
015566,3,5,19:29:00,
015567,3,8,16:45:00,
015568,2,10,17:02:00,
015569,2,3,20:44:00,
015570,3,8,20:07:00,
015571,1,9,14:01:00,
015572,3,8,10:27:00,
015573,3,2,10:22:00,
015574,3,2,16:50:00,
015575,1,10,21:35:00,
015576,2,7,14:31:00,
015577,1,2,16:12:00,
015578,1,8,14:19:00,
015579,3,7,13:21:00,
015580,3,3,13:32:00,
015581,2,5,14:24:00,
015582,2,6,15:22:00,
015583,3,9,17:11:00,
015584,1,7,13:17:00,
015585,1,3,13:13:00,
015586,2,10,18:38:00,
015587,1,10,20:43:00,
015588,2,8,10:39:00,
015589,3,3,17:06:00,
015590,1,5,17:39:00,
015591,1,2,20:09:00,
015592,3,5,19:37:00,
015593,1,3,16:15:00,
015594,2,4,20:31:00,
015595,2,5,13:40:00,
015596,2,7,18:40:00,
015597,2,8,10:05:00,
015598,1,7,09:09:00,
015599,1,9,09:00:00,
015600,1,7,13:26:00,
015601,1,6,12:22:00,
015602,3,11,17:09:00,
015603,1,3,13:41:00,
015604,3,5,09:49:00,
015605,1,10,14:11:00,
015606,3,10,19:46:00,
015607,1,6,20:30:00,
015608,2,5,10:43:00,
015609,3,10,10:00:00,
015610,3,10,10:21:00,
015611,1,7,14:36:00,
015612,2,10,20:38:00,
015613,1,9,16:43:00,
015614,1,6,13:02:00,
015615,1,7,10:47:00,
015616,1,10,10:39:00,
015617,2,9,13:27:00,
015618,2,3,13:46:00,
015619,3,2,12:41:00,
015620,3,4,17:34:00,
015621,1,11,16:26:00,
015622,2,6,21:36:00,
015623,3,5,19:50:00,
015624,2,3,16:23:00,
015625,1,11,20:18:00,
015626,1,4,16:04:00,
015627,3,5,19:42:00,
015628,2,5,21:35:00,
015629,2,9,14:05:00,
015630,1,11,09:24:00,
015631,1,5,19:46:00,
015632,2,10,20:04:00,
015633,1,11,13:07:00,
015634,1,10,11:50:00,
015635,1,4,17:13:00,
015636,2,9,16:11:00,
015637,2,2,20:39:00,
015638,1,11,21:42:00,
015639,2,8,15:06:00,
015640,1,2,17:17:00,
015641,3,6,18:10:00,
015642,1,2,14:50:00,
015643,1,9,14:30:00,
015644,1,11,21:29:00,
015645,3,2,19:33:00,
015646,2,10,14:03:00,
015647,2,5,17:31:00,
015648,1,4,17:30:00,
015649,2,8,16:11:00,
015650,3,4,18:36:00,
015651,2,8,09:26:00,
015652,1,9,12:15:00,
015653,3,7,09:01:00,
015654,3,4,17:00:00,
015655,3,11,17:36:00,
015656,3,6,18:47:00,
015657,2,10,19:25:00,
015658,3,10,19:29:00,
015659,1,7,21:14:00,
015660,3,4,19:26:00,
015661,1,5,13:35:00,
015662,1,10,13:43:00,
015663,3,8,20:09:00,
015664,1,2,13:22:00,
015665,1,5,11:18:00,
015666,1,10,09:22:00,
015667,1,9,19:40:00,
015668,3,7,11:05:00,
015669,3,2,17:16:00,
015670,2,2,16:33:00,
015671,2,4,10:35:00,
015672,1,4,18:28:00,
015673,1,9,11:49:00,
015674,1,9,11:45:00,
015675,1,2,11:33:00,
015676,3,11,16:39:00,
015677,2,4,14:47:00,
015678,2,9,11:18:00,
015679,2,5,16:40:00,
015680,2,8,10:11:00,
015681,3,3,12:44:00,
015682,2,11,21:42:00,
015683,3,2,17:00:00,
015684,3,6,18:47:00,
015685,3,3,11:19:00,
015686,1,5,14:40:00,
015687,2,2,15:13:00,
015688,2,2,14:35:00,
015689,3,11,11:25:00,
015690,2,8,14:41:00,
015691,1,9,11:26:00,
015692,2,11,13:33:00,
015693,2,8,20:03:00,
015694,1,4,09:17:00,
015695,1,7,21:24:00,
015696,3,4,14:29:00,
015697,2,10,15:26:00,
015698,2,6,21:11:00,
015699,2,5,16:16:00,
015700,1,7,17:17:00,
015701,2,8,16:36:00,
015702,2,8,19:50:00,
015703,1,3,16:31:00,
015704,2,3,10:34:00,
015705,2,7,14:41:00,
015706,3,9,21:37:00,
015707,2,11,18:34:00,
015708,3,3,12:16:00,
015709,2,11,19:50:00,
015710,2,6,18:11:00,
015711,2,4,15:32:00,
015712,3,6,15:37:00,
015713,2,7,10:41:00,
015714,2,11,17:37:00,
015715,2,5,18:25:00,
015716,2,4,10:08:00,
015717,3,4,18:04:00,
015718,3,4,18:25:00,
015719,2,8,15:10:00,
015720,3,10,14:21:00,
015721,1,7,09:36:00,
015722,2,8,18:21:00,
015723,2,6,11:20:00,
015724,3,4,18:15:00,
015725,3,6,10:08:00,
015726,2,8,15:40:00,
015727,2,5,10:33:00,
015728,3,7,16:10:00,
015729,3,3,19:25:00,
015730,3,2,20:19:00,
015731,1,5,10:10:00,
015732,1,5,13:30:00,
015733,2,4,21:03:00,
015734,3,2,09:26:00,
015735,2,10,21:28:00,
015736,3,8,20:42:00,
015737,1,8,19:24:00,
015738,2,3,17:33:00,
015739,2,10,17:44:00,
015740,1,10,17:19:00,
015741,1,8,21:44:00,
015742,1,2,18:47:00,
015743,2,3,10:37:00,
015744,1,11,14:26:00,
015745,2,11,19:31:00,
015746,2,8,18:07:00,
015747,1,10,12:32:00,
015748,1,4,18:33:00,
015749,3,9,20:17:00,
015750,1,7,18:22:00,
015751,3,11,11:47:00,
015752,1,4,16:40:00,
015753,2,3,12:31:00,
015754,1,9,21:13:00,
015755,3,7,19:39:00,
015756,3,5,14:04:00,
015757,3,4,18:08:00,
015758,3,10,21:18:00,
015759,2,9,16:13:00,
015760,2,4,10:44:00,
015761,1,5,11:26:00,
015762,2,11,17:23:00,
015763,2,11,11:49:00,
015764,1,6,15:33:00,
015765,1,11,12:41:00,
015766,1,4,18:35:00,
015767,3,9,16:04:00,
015768,2,9,12:27:00,
015769,3,2,09:02:00,
015770,3,11,20:09:00,
015771,2,4,19:36:00,
015772,3,2,15:35:00,
015773,3,6,17:08:00,
015774,1,4,16:19:00,
015775,2,4,13:38:00,
015776,3,5,20:22:00,
015777,3,5,13:43:00,
015778,3,5,12:02:00,
015779,1,7,14:41:00,
015780,3,9,19:10:00,
015781,1,11,11:42:00,
015782,3,5,16:47:00,
015783,3,9,21:41:00,
015784,1,10,19:14:00,
015785,3,9,19:08:00,
015786,1,11,14:46:00,
015787,1,2,12:46:00,
015788,1,2,16:17:00,
015789,3,8,09:26:00,
015790,2,10,13:06:00,
015791,2,5,20:33:00,
015792,2,6,14:05:00,
015793,1,2,15:22:00,
015794,2,3,16:30:00,
015795,3,10,11:06:00,
015796,2,10,13:49:00,
015797,2,11,13:11:00,
015798,3,3,19:07:00,
015799,3,9,18:17:00,
015800,2,4,11:33:00,
015801,3,10,10:33:00,
015802,2,6,15:46:00,
015803,1,6,17:41:00,
015804,2,3,16:26:00,
015805,1,5,14:47:00,
015806,2,9,17:14:00,
015807,2,5,11:11:00,
015808,2,8,18:17:00,
015809,3,3,15:06:00,
015810,3,8,16:46:00,
015811,3,9,13:42:00,
015812,2,4,15:38:00,
015813,1,2,10:01:00,
015814,3,9,13:22:00,
015815,2,6,18:36:00,
015816,2,5,19:35:00,
015817,3,4,21:36:00,
015818,3,8,16:36:00,
015819,2,11,15:43:00,
015820,3,5,13:49:00,
015821,1,8,21:05:00,
015822,3,5,17:24:00,
015823,3,10,14:46:00,
015824,3,9,17:03:00,
015825,3,5,17:12:00,
015826,2,9,12:21:00,
015827,3,5,10:31:00,
015828,1,5,11:00:00,
015829,3,7,21:02:00,
015830,2,7,17:28:00,
015831,3,11,20:50:00,
015832,3,3,14:04:00,
015833,3,4,14:16:00,
015834,2,5,09:12:00,
015835,2,2,16:35:00,
015836,3,10,14:37:00,
015837,1,6,11:20:00,
015838,3,7,14:07:00,
015839,2,2,13:34:00,
015840,1,9,21:35:00,
015841,2,8,17:44:00,
015842,1,5,16:40:00,
015843,2,11,13:27:00,
015844,2,9,16:13:00,
015845,1,7,09:26:00,
015846,2,6,21:18:00,
015847,2,7,16:36:00,
015848,2,10,17:15:00,
015849,1,8,20:06:00,
015850,1,4,13:16:00,
015851,2,11,17:15:00,
015852,1,11,11:32:00,
015853,3,5,12:25:00,
015854,2,9,11:17:00,
015855,1,3,09:11:00,
015856,1,8,19:26:00,
015857,3,7,13:02:00,
015858,3,3,13:37:00,
015859,1,2,16:24:00,
015860,1,2,09:28:00,
015861,2,9,20:23:00,
015862,3,10,21:32:00,
015863,3,4,18:50:00,
015864,2,3,16:25:00,
015865,1,9,16:06:00,
015866,3,2,14:21:00,
015867,2,9,11:18:00,
015868,3,4,14:19:00,
015869,1,2,17:30:00,
015870,2,9,17:43:00,
015871,1,10,18:25:00,
015872,1,9,17:36:00,
015873,3,9,15:09:00,
015874,3,9,12:29:00,
015875,1,11,18:25:00,
015876,2,3,13:21:00,
015877,1,11,15:04:00,
015878,3,7,14:40:00,
015879,1,11,14:41:00,
015880,3,6,16:42:00,
015881,1,7,18:19:00,
015882,3,10,20:11:00,
015883,3,2,10:30:00,
015884,2,4,11:13:00,
015885,1,4,12:17:00,
015886,2,10,13:08:00,
015887,2,4,16:30:00,
015888,3,10,09:32:00,
015889,1,6,13:45:00,
015890,1,5,15:44:00,
015891,3,11,14:49:00,
015892,1,7,15:24:00,
015893,1,5,14:40:00,
015894,3,3,16:42:00,
015895,3,3,10:10:00,
015896,3,2,15:30:00,
015897,1,2,09:34:00,
015898,2,6,15:50:00,
015899,3,3,21:29:00,
015900,2,9,18:40:00,
015901,3,8,09:42:00,
015902,2,10,17:48:00,
015903,2,3,13:04:00,
015904,1,7,16:21:00,
015905,2,7,19:21:00,
015906,1,8,20:10:00,
015907,3,3,19:49:00,
015908,2,5,12:44:00,
015909,3,4,14:34:00,
015910,2,6,19:37:00,
015911,1,11,19:20:00,
015912,2,11,11:42:00,
015913,1,2,16:29:00,
015914,1,8,15:01:00,
015915,2,10,16:24:00,
015916,1,2,20:00:00,
015917,1,11,20:43:00,
015918,1,4,20:02:00,
015919,3,8,20:39:00,
015920,1,4,16:24:00,
015921,3,2,16:30:00,
015922,2,2,13:09:00,
015923,1,5,14:07:00,
015924,1,2,11:36:00,
015925,2,5,15:34:00,
015926,1,8,09:15:00,
015927,3,6,18:14:00,
015928,3,5,18:13:00,
015929,2,8,10:41:00,
015930,3,7,20:37:00,
015931,1,11,17:20:00,
015932,3,8,11:45:00,
015933,1,10,16:30:00,
015934,3,11,16:23:00,
015935,3,11,21:16:00,
015936,3,6,21:20:00,
015937,1,10,21:13:00,
015938,1,2,19:05:00,
015939,1,7,09:23:00,
015940,1,5,12:05:00,
015941,2,3,09:22:00,
015942,1,3,17:32:00,
015943,2,10,12:28:00,
015944,1,6,17:02:00,
015945,3,4,20:15:00,
015946,2,10,11:32:00,
015947,2,2,17:38:00,
015948,1,11,14:40:00,
015949,1,11,17:24:00,
015950,1,8,20:23:00,
015951,2,11,18:29:00,
015952,2,5,14:07:00,
015953,1,7,17:18:00,
015954,1,3,12:22:00,
015955,3,7,19:34:00,
015956,1,11,11:09:00,
015957,3,10,18:46:00,
015958,3,10,19:05:00,
015959,3,6,21:08:00,
015960,1,2,13:19:00,
015961,2,7,18:22:00,
015962,3,4,17:32:00,
015963,3,6,10:29:00,
015964,1,7,13:03:00,
015965,3,11,16:17:00,
015966,3,8,09:40:00,
015967,2,4,16:12:00,
015968,3,8,13:08:00,
015969,3,8,19:29:00,
015970,2,8,09:03:00,
015971,1,6,10:15:00,
015972,3,9,20:30:00,
015973,2,7,10:27:00,
015974,2,4,18:32:00,
015975,1,9,15:08:00,
015976,2,3,20:37:00,
015977,3,11,14:28:00,
015978,2,6,17:36:00,
015979,2,11,14:44:00,
015980,3,6,15:00:00,
015981,3,3,13:32:00,
015982,2,11,11:32:00,
015983,3,2,14:20:00,
015984,2,4,09:30:00,
015985,2,2,15:35:00,
015986,2,2,14:48:00,
015987,3,7,21:08:00,
015988,2,4,19:18:00,
015989,2,9,19:34:00,
015990,2,11,16:39:00,
015991,2,8,20:12:00,
015992,3,9,20:45:00,
015993,3,2,21:44:00,
015994,3,7,18:28:00,
015995,1,2,21:18:00,
015996,2,9,20:39:00,
015997,3,6,12:39:00,
015998,2,5,12:44:00,
015999,3,4,11:38:00,
016000,3,9,13:28:00,
016001,3,9,09:30:00,
016002,3,8,19:25:00,
016003,1,10,10:42:00,
016004,1,7,09:33:00,
016005,1,7,17:05:00,
016006,2,5,21:37:00,
016007,1,10,15:07:00,
016008,3,10,20:07:00,
016009,1,2,18:40:00,
016010,1,6,18:20:00,
016011,1,11,16:30:00,
016012,1,4,20:18:00,
016013,3,4,16:34:00,
016014,1,4,10:45:00,
016015,3,5,12:35:00,
016016,2,8,21:42:00,
016017,2,5,14:01:00,
016018,3,3,19:22:00,
016019,1,5,14:12:00,
016020,2,5,11:28:00,
016021,2,5,20:19:00,
016022,2,9,11:14:00,
016023,3,7,15:49:00,
016024,1,3,21:09:00,
016025,1,9,20:35:00,
016026,2,4,09:37:00,
016027,2,4,12:33:00,
016028,1,8,12:26:00,
016029,3,3,13:24:00,
016030,2,9,14:15:00,
016031,3,5,20:44:00,
016032,1,8,14:30:00,
016033,1,10,15:44:00,
016034,1,8,21:42:00,
016035,1,2,15:14:00,
016036,2,6,17:31:00,
016037,1,11,15:00:00,
016038,1,11,10:23:00,
016039,3,6,10:00:00,
